CA;ResultatNet;ValeurAjoutee;EBE;ResultatExploitation;ActifsEconomiques;FondsPropresNet;TotalBilan;FondsRoulement;BFR;CapitauxPermanents;ActifsImmobilises;ActifsImmobilisesHP;CashFlowNet;Tresorerie;ChargesFinancieres;DMLT;ChargesPersonnel;AchatsConsommes;AchatsTTC;MoyenneStocks;MoyenneCreances;MoyenneDettesFournisseurs;Defaut
163855;47841;43764;34073;69037;40786;36677;318940;17245;33635;30770;35980;35980;12504;-16390;23692;51245;19881;32480;40431;24412;30649;21426;0
660075;-60816;206958;159666;256048;149746;107298;2903183.333;129739;169892;183482;192123;192123;55056;-40153;110201;178828;114998;105926;104924;126746;126367;83221;1
1137693;180486;366373;266805;356984;239049;296949;1203240;225416;110280;241525;210768;210768;102693;115136;217037;373827;189845;189273;217769;165808;127599;183127;1
162968;-14418;51191;38387;74326;57498;26143;151500;25790;29240;47231;30759;30759;8584;-3450;18039;38909;31694;24959;31510;18508;30761;20029;1
830535;87369;295816;211375;298235;144712;175336;970766.6667;140565;63377;266810;128560;128560;63980;77188;102479;297179;132642;154343;164308;85490;96615;118728;1
1175609;134368;521943;359377;330337;214347;255110;1919542.857;193815;139670;295672;283795;283795;69561;54145;234071;431316;179885;235054;219778;156408;133333;150071;1
490684;26038;132537;98751;238960;176158;114338;325475;58030;103363;102309;128151;128151;29390;-45333;71951;117344;62429;75615;87798;68043;85116;49796;0
414360;112521;114002;87921;207319;133592;64912;1875350;80106;85771;113838;112989;112989;38427;-5665;52438;103917;50686;48811;96632;49411;81307;44947;0
477352;19289;113809;76997;112925;102868;78982;241112.5;55199;60802;142625;119129;119129;39052;-5603;93647;176404;94376;69538;109734;51410;63047;53655;1
874118;107161;374355;284794;309646;132349;336005;765435.7143;134721;209496;148253;163524;163524;72810;-74775;171437;283678;109357;107681;192291;164086;135772;90362;1
1450251;277928;308361;209876;352262;271989;495769;2316066.667;227086;313004;353686;376841;376841;94707;-85918;274238;550757;272994;202953;326627;182854;286686;156536;1
944248;200762;255363;190739;467496;343242;192694;4015240;109019;189972;206613;298425;298425;67419;-80953;96580;232555;147617;97191;198119;119568;184879;114475;0
237805;58288;105120;74729;70269;69408;66346;416342.8571;46678;43800;71355;50991;50991;21009;2878;41312;86786;39438;26230;57397;30466;42547;29213;1
105899;8108;27152;18107;53396;23370;31408;81080;20503;25039;18592;23013;23013;6165;-4536;12212;24053;16238;19161;25856;20150;18491;13602;0
1102281;-102894;351714;263367;399097;272158;183664;3865885.714;160790;155673;174636;169751;169751;94442;5117;148565;342330;212289;149451;264055;130831;144000;119158;1
908129;73064;336247;248923;344783;202668;224624;608866.6667;101272;85200;243253;224221;224221;45968;16072;158549;215890;188907;137807;158155;110194;137392;162386;1
950862;279494;370487;288461;305608;236694;255299;1863293.333;189567;120003;308361;215681;215681;90112;69564;100507;349756;194991;183776;186357;151074;141754;172825;1
676729;69445;294878;224667;269564;263272;243154;771611.1111;122137;123662;201660;106294;106294;65274;-1525;86618;184388;136159;115067;140191;120899;91602;88839;0
1307870;252466;539375;408585;532968;326686;246471;2524660;202061;135128;204798;289153;289153;76774;66933;135654;374571;264677;213770;277205;157016;175385;197273;0
951397;174566;397128;320480;248577;200760;151746;2493800;102022;78705;145828;166732;166732;81071;23317;160259;359390;183171;156909;228006;117476;115049;153820;1
767208;177700;301769;237349;305445;228214;287887;1974444.444;138289;134532;188292;138122;138122;65991;3757;126656;207206;127901;129426;136625;102961;134657;103086;0
982012;256414;419813;319185;393536;337907;232501;2564140;189332;112242;177861;194848;194848;88855;77090;116858;288296;183322;142840;170257;116779;145928;150465;0
872983;24364;312044;212698;329176;191006;259432;406066.6667;166326;92401;165066;184349;184349;71215;73925;133917;261878;148012;160465;208619;145052;93542;146193;1
771814;-37869;258690;205080;302091;159045;167097;852216.6667;146262;132951;192877;267025;267025;52525;13311;130528;219359;119836;125985;150291;114708;149280;131037;0
422431;81452;148413;115036;213695;92923;72140;905022.2222;66429;77860;110117;98497;98497;39785;-11431;61291;90839;56606;67207;67269;82076;62220;66436;0
1205962;163489;292562;212120;405223;481796;335889;2724816.667;203666;67193;221929;190809;190809;118189;136473;220773;396888;183078;145861;222188;136481;163774;233062;1
1217080;88417;524494;399096;557901;421916;308127;680130.7692;223383;238211;314744;422603;422603;107725;-14828;170872;275485;212822;169894;236675;240983;155503;158275;0
236281;-3156;103979;78612;77459;43033;66364;255453.3333;43119;6483;70551;42033;42033;17004;36636;34683;77446;46693;37887;54406;27056;23686;44259;1
1073369;17902;372183;296424;534057;204316;350512;298366.6667;126738;174485;211588;228706;228706;101121;-47747;133288;263203;142821;177265;164791;193509;162934;181958;0
1268120;344649;361008;250631;508452;452054;351473;6892980;129028;205602;297857;312101;312101;67184;-76574;139340;454755;165573;237146;214076;207036;182505;183939;0
1069948;-20319;276045;191728;359925;356999;371663;2072707.692;138542;158159;263309;298343;298343;63582;-19617;173471;399530;137022;210122;216207;177979;174139;193959;1
689952;75146;218182;158389;291435;271754;221018;536757.1429;72895;94673;198675;157168;157168;35544;-21778;114547;181637;102333;95792;124945;82159;130830;118316;0
1384933;-68625;541753;417108;493724;501540;300757;4115466.667;165143;79735;250744;473362;473362;92512;85408;227032;443875;220302;215822;271466;155443;166993;242701;1
1415305;97566;576770;399840;546274;562147;427254;886963.6364;157714;265812;298627;262565;262565;75431;-108098;167301;430439;271291;232425;251388;173259;273248;180695;0
731021;66684;231453;185219;285319;132201;193165;952628.5714;95929;118786;198794;199949;199949;61554;-22857;90954;261952;92796;123583;170644;107551;114930;103695;0
1379818;337182;565255;414659;425581;343040;254183;4816885.714;164891;211432;382242;435668;435668;69952;-46541;176308;515862;262067;166530;283156;145257;268143;201968;1
1099487;-84575;485962;352496;317829;271368;437387;1698666.667;186393;124577;294646;193824;193824;95805;61816;198758;408897;174003;139677;170171;146982;131977;154382;1
807902;27240;180838;144696;220865;307058;149092;194571.4286;111835;90462;143853;132104;132104;77997;21373;142782;286197;158058;144532;189251;115084;96768;121390;1
694673;77425;281723;221390;248774;130114;180867;1106071.429;137089;88517;115487;197358;197358;52567;48572;74088;251738;120073;82444;122090;83864;79613;74960;1
1402856;-62420;304056;229570;555653;219575;374911;2475910;152182;257332;345090;221547;221547;119009;-105150;141645;463907;241651;200963;323299;224337;271171;238176;1
363966;-26210;85302;58025;98186;63133;78982;921328.5714;66755;22784;86062;62130;62130;30063;43971;45548;145578;74654;70543;90001;40433;43208;60857;1
1097666;233810;428366;320764;378038;193479;343930;3340142.857;148011;160607;338208;200877;200877;96141;-12596;140986;398942;179700;117548;197605;197369;110944;147706;1
1338902;61295;334071;226019;585228;381785;395673;612950;201453;185483;315046;333077;333077;133589;15970;203400;325634;224640;201696;224909;185429;211952;211898;0
515040;-43381;142427;105703;167663;144890;149211;1298836.364;79215;106969;157903;140334;140334;37946;-27754;89552;189412;68413;66007;106009;85684;93101;71816;1
1081889;320178;314155;225581;253260;186908;258359;2134520;212237;239645;198489;197954;197954;68927;-27408;213707;403972;210950;186086;228665;203100;172338;135793;1
1210570;146742;368294;292489;620686;417372;356810;1128784.615;162291;80402;363166;367629;367629;108843;81889;126651;271408;191825;191325;187838;146175;161119;226892;0
604839;153815;230789;179497;246050;188089;210481;2197357.143;113408;90465;123420;168499;168499;32547;22943;117712;160824;80253;63251;120892;74437;112668;96640;0
735996;161394;285770;195294;287225;196260;237764;1467218.182;91989;114348;137431;246352;246352;57372;-22359;122439;198756;127576;136790;159710;117799;90268;93719;0
1297759;242588;533345;411829;319160;261661;313645;1617253.333;190142;167441;387975;288203;288203;90523;22701;207667;507226;263706;170139;211443;173734;148087;154380;1
702465;181548;214908;159969;331581;189910;254302;2017200;117115;94726;135464;209388;209388;52957;22389;85347;188291;97246;104704;168769;128977;76028;110279;0
295603;77920;120270;91086;97320;52456;94650;519466.6667;53529;38876;82795;90511;90511;22114;14653;48717;95498;54068;35476;72287;37397;43259;41780;1
1481536;18534;648474;435878;540815;315362;533803;132385.7143;195961;136825;453546;501234;501234;93516;59136;157085;511289;272347;229501;278569;238668;161218;263061;1
1096409;308072;357447;262047;393809;176043;303595;5134533.333;211052;236170;258572;190720;190720;88322;-25118;145711;355189;201700;196489;234874;153474;197779;115083;1
139748;-11927;51777;40759;66094;31769;22594;212853.8462;19034;21674;44721;38131;38131;7260;-2640;23157;30604;19893;27909;23652;16917;26498;21741;1
790416;-3801;273810;192433;320646;262646;160906;1050722.222;150670;126003;239697;164613;164613;41640;24667;128560;232600;108610;143362;138643;116890;127644;118531;0
602529;-25051;209763;151852;226093;221906;221421;1146760;91382;55836;182364;98132;98132;47006;35546;69888;215291;91257;73269;135991;70383;94498;109045;1
1262091;-61569;281155;219531;522530;406164;392880;2067166.667;193813;222624;376736;276178;276178;90772;-28811;166470;333436;239655;165867;276440;251712;184543;213631;1
1030149;-59239;241554;180081;510369;156281;202652;1412823.077;147912;245850;201416;160351;160351;101432;-97938;115576;216244;187960;140542;193978;204227;177453;135830;1
397118;-28533;110112;78921;167384;147185;67070;559176.9231;69972;71641;112377;68023;68023;39452;-1669;72820;88029;68885;50680;76950;78515;56845;63719;1
431241;2226;176834;128619;144964;145925;154151;31800;82159;46058;90097;105303;105303;24786;36101;82466;143512;60299;63985;83843;56976;72753;83671;1
948177;168813;253128;183492;220154;164821;201266;1298561.538;95106;201422;167989;162867;162867;63789;-106316;167837;376968;183218;176150;201404;149298;173984;121860;1
486943;7452;131225;101394;192109;180117;187963;93150;70063;97770;100729;142770;142770;34006;-27707;95413;113147;86274;77483;83906;59952;96299;58481;0
1348357;112692;398697;276180;408345;493068;317241;1878200;153974;107896;433879;381829;381829;108390;46078;215054;517992;206966;152354;287731;137038;218351;247493;1
498539;72818;184250;144632;145767;177587;83733;1213633.333;67225;76576;86701;171944;171944;32912;-9351;96270;172703;83799;94811;106277;74355;87893;85672;1
1055277;191474;344311;235573;420394;208778;180286;1472876.923;142432;144763;293787;198663;198663;64866;-2331;201081;257680;176122;182924;189897;196474;136040;187751;0
148818;10130;57962;39817;57166;53512;52862;72357.14286;18171;14445;38662;31710;31710;9396;3726;28583;32231;30838;26016;33209;16009;25842;27406;0
855153;5523;343478;253112;310595;162542;159512;50209.09091;112284;211952;193841;255699;255699;73601;-99668;105263;300229;139066;137564;130670;166225;137714;91987;1
597126;140797;240754;171827;247068;235013;151350;1759962.5;77332;100646;103094;185033;185033;44942;-23314;67225;165199;117634;71982;118116;78314;111854;89522;0
173028;10073;47644;36424;50255;55809;41181;83941.66667;18490;23119;55875;46541;46541;15311;-4629;26545;63861;32367;30186;32607;28174;25793;30848;1
1097946;243740;392370;312737;516710;335380;409094;2708222.222;177965;166969;228974;350408;350408;95179;10996;169437;272596;139203;130878;184421;126930;171205;131166;0
576064;-37010;201110;148981;261637;106300;104713;887213.3333;113772;92817;160028;99061;99061;43924;20955;77011;121120;116296;110662;127725;84859;97593;89635;0
1324528;-67023;378944;293452;420463;341588;293053;2430880;158220;207475;260496;207799;207799;124834;-49255;165690;499077;239298;137176;294380;180273;250116;222914;1
996749;4789;252135;179768;360806;359594;213011;47890;178523;215353;226124;224676;224676;54208;-36830;148563;335124;152256;150018;227560;193345;194582;172574;1
697805;8969;267283;211118;296433;105543;184943;74741.66667;87335;84277;173753;222923;222923;36125;3058;118458;157872;125042;127859;106576;111639;76898;104260;0
636551;-53788;227484;162306;314985;242756;134584;1691233.333;108677;140466;99124;149338;149338;51463;-31789;66889;145636;109041;73435;96971;99462;109801;68797;1
561418;117266;116666;89824;190362;86707;92317;902046.1538;76393;111556;136116;141596;141596;44336;-35163;71759;208906;90391;69717;109976;103346;73520;65310;1
344397;-1657;100338;73590;163360;102128;104713;314107.1429;61785;84655;94929;100729;100729;29411;-22870;36922;85911;58204;49005;61755;58575;67547;41467;1
532834;13857;119819;85461;199404;207147;110404;277140;105794;91052;84464;111431;111431;44520;14742;80155;173558;79717;102393;104233;82147;71757;62852;1
863960;130769;184706;142338;271533;175857;134767;1188809.091;125571;126405;164063;147080;147080;45169;-834;148986;278232;165209;93623;195162;114295;129840;117730;1
1242217;103718;312777;245933;413621;432813;258834;864316.6667;131616;136365;359004;280631;280631;113231;-4749;222284;356264;250048;126272;198422;201548;148051;213234;1
293047;44851;108669;85565;81828;50151;93027;345007.6923;44640;30822;55218;63555;63555;16072;13818;53317;103303;54599;44531;56655;43485;34571;47234;1
249519;33879;71627;54436;110882;82458;44832;677580;27345;53371;47646;78926;78926;15226;-26026;46894;58239;33504;48436;61224;49705;31415;27749;0
917901;72712;390006;283969;373137;174567;296263;1211866.667;143535;36461;190590;181357;181357;82289;107074;106991;288725;149048;135347;138501;116542;97948;178029;0
1102276;139092;322522;222004;343254;256964;314729;1390920;196954;171484;268843;272096;272096;66454;25470;183494;413932;161596;210056;226115;180360;132125;141001;1
608869;128494;133880;92229;240629;222670;212623;856626.6667;106421;109724;176696;196986;196986;48180;-3303;92028;183882;92330;102511;120836;104539;85344;80159;0
1290370;150931;505772;396438;534124;243840;335804;3018620;162317;189082;226558;369874;369874;94610;-26765;206128;328280;221838;172027;229726;223399;183706;218023;0
130712;5574;55512;41403;43845;50990;40280;69675;20761;14561;38974;41927;41927;9548;6200;20584;39928;26355;24142;25090;14946;20988;21373;1
494868;-34381;222220;162843;143488;114103;196534;970480;74862;110493;96780;130783;130783;49307;-35631;93249;171537;86594;66771;84850;83714;84138;57359;1
600579;45181;152441;117889;202842;209892;149889;903620;118864;50725;171024;153383;153383;48507;68139;68866;230006;98865;94641;93901;73931;73865;97071;1
1409821;224553;521261;357403;601359;230646;371853;2245530;200482;195501;459721;257238;257238;96819;4981;185308;352296;270858;225987;260859;212518;198694;215711;0
547373;-9665;191978;133312;230420;90511;209788;723272.7273;92377;85620;154132;109697;109697;54696;6757;68498;159084;89371;82072;135186;90905;66498;71783;0
1047646;107028;428389;321736;336364;157221;401500;972981.8182;128510;133088;301108;224102;224102;95140;-4578;152516;381178;177588;196432;166494;120586;189879;177377;1
721269;-65393;278302;208824;342160;146630;125897;1221661.538;138580;65709;131270;231679;231679;69595;72871;76245;160742;142122;130435;162774;115499;93266;143056;0
1185867;3954;358071;283508;527141;445292;425614;26360;125560;212875;327394;358011;358011;104878;-87315;175264;257089;226373;212038;267456;129589;227708;144422;0
622578;25254;152105;112129;180239;235487;103119;229581.8182;114520;41803;140479;144541;144541;48834;72717;105550;247011;89778;105655;116980;68033;69127;95357;1
1215748;-76249;442551;319894;541679;326586;452265;2025807.143;239475;139773;387463;192356;192356;69997;99702;201285;256836;215948;222632;292224;201326;181098;242651;0
